source,Si/Al,Na/Al,Ca/Si,OH/Al,Fine_aggregate_to_binder,Coarse_aggregate_to_binder,Solid_type,Activator_binder,NaOH_molarity,Water_in_sodium silicate,Humidity,Superplasticiser_dosage,Curing_temperature (C),Curing_age (d),CS (MPa)
,1.820272706,0.914533054,0.180530607,0.357117767,1.6275,3.0225,concrete,0.4,14,0.585,0.7,0,20,90,45.5
,1.861732448,0.941924157,0.245084359,0.367813772,1.6275,3.0225,concrete,0.4,14,0.585,0.7,6,20,90,53.3
,1.744189506,0.756314089,0.054083977,0.295395553,1.63975,3.045,concrete,0.35,14,0.585,0.7,6,20,90,41.1
,1.820272706,0.800301234,0.180530607,0.312575726,1.63975,3.045,concrete,0.35,14,0.585,0.7,0,20,90,43
Influence of alkaline activators on the mechanical properties of fly ash based geopolymer concrete cured at ambient temperature,6.994728089,3.107064122,0.141022433,1.396462755,1.406091371,3.284263959,concrete,0.4,8,0.54,0.6,0,23,28,10.9
,6.994728089,2.927810735,0.141022433,1.163718963,1.406091371,3.284263959,concrete,0.4,8,0.54,0.6,0,23,28,9.2
,6.994728089,2.799772601,0.141022433,0.997473397,1.406091371,3.284263959,concrete,0.4,8,0.54,0.6,0,23,28,8
,7.003910308,3.884683739,0.140837551,1.746686748,1.505434783,3.516304348,concrete,0.5,8,0.54,0.6,0,23,28,7.6
,7.003910308,3.658485353,0.140837551,1.454781218,1.505434783,3.516304348,concrete,0.499728261,8,0.54,0.6,0,23,28,8.5
,7.003910308,3.497639767,0.140837551,1.245938237,1.505434783,3.516304348,concrete,0.499728261,8,0.54,0.6,0,23,28,8.5
,7.013186703,4.661620487,0.140651264,2.096024097,1.605797101,3.750724638,concrete,0.6,8,0.54,0.6,0,23,28,7.6
,7.013186703,4.392569689,0.140651264,1.746686748,1.605797101,3.750724638,concrete,0.6,8,0.54,0.6,0,23,28,8
,7.013186703,4.198082853,0.140651264,1.496075171,1.605797101,3.750724638,concrete,0.599710145,8,0.54,0.6,0,23,28,8
,7.027219016,3.107064122,0.140370404,1.396462755,1.406091371,3.284263959,concrete,0.4,10,0.54,0.6,0,23,28,14.4
,7.027219016,2.927810735,0.140370404,1.163718963,1.406091371,3.284263959,concrete,0.4,10,0.54,0.6,0,23,28,13.9
,7.027219016,2.799772601,0.140370404,0.997473397,1.406091371,3.284263959,concrete,0.4,10,0.54,0.6,0,23,28,13.1
,7.03869679,3.884683739,0.140141507,1.746686748,1.505434783,3.516304348,concrete,0.5,10,0.54,0.6,0,23,28,14.2
,7.03869679,3.658485353,0.140141507,1.454781218,1.505434783,3.516304348,concrete,0.499728261,10,0.54,0.6,0,23,28,12.9
,7.03869679,3.497639767,0.140141507,1.245938237,1.505434783,3.516304348,concrete,0.499728261,10,0.54,0.6,0,23,28,12.9
,7.050292284,4.661620487,0.139911018,2.096024097,1.605797101,3.750724638,concrete,0.6,10,0.54,0.6,0,23,28,13
,7.050292284,4.392569689,0.139911018,1.746686748,1.605797101,3.750724638,concrete,0.6,10,0.54,0.6,0,23,28,11.7
,7.050292284,4.198082853,0.139911018,1.496075171,1.605797101,3.750724638,concrete,0.599710145,10,0.54,0.6,0,23,28,11.8
,7.059709944,3.107064122,0.139724377,1.396462755,1.406091371,3.284263959,concrete,0.4,12,0.54,0.6,0,23,28,15
,7.059709944,2.927810735,0.139724377,1.163718963,1.406091371,3.284263959,concrete,0.4,12,0.54,0.6,0,23,28,14.5
,7.059709944,2.799772601,0.139724377,0.997473397,1.406091371,3.284263959,concrete,0.4,12,0.54,0.6,0,23,28,13
,7.073483272,3.884683739,0.139452309,1.746686748,1.505434783,3.516304348,concrete,0.5,12,0.54,0.6,0,23,28,17
,7.073483272,3.658485353,0.139452309,1.454781218,1.505434783,3.516304348,concrete,0.499728261,12,0.54,0.6,0,23,28,15
,7.073483272,3.497639767,0.139452309,1.245938237,1.505434783,3.516304348,concrete,0.499728261,12,0.54,0.6,0,23,28,12.9
,7.087397865,4.661620487,0.139178524,2.096024097,1.605797101,3.750724638,concrete,0.6,12,0.54,0.6,0,23,28,12.5
,7.087397865,4.392569689,0.139178524,1.746686748,1.605797101,3.750724638,concrete,0.6,12,0.54,0.6,0,23,28,13
,7.087397865,4.198082853,0.139178524,1.496075171,1.605797101,3.750724638,concrete,0.599710145,12,0.54,0.6,0,23,28,12.7
,7.092200871,3.107064122,0.139084269,1.396462755,1.406091371,3.284263959,concrete,0.4,14,0.54,0.6,0,23,28,18.1
,7.092200871,2.927810735,0.139084269,1.163718963,1.406091371,3.284263959,concrete,0.4,14,0.54,0.6,0,23,28,18
,7.092200871,2.799772601,0.139084269,0.997473397,1.406091371,3.284263959,concrete,0.4,14,0.54,0.6,0,23,28,17.5
,7.108269754,3.884683739,0.138769856,1.746686748,1.505434783,3.516304348,concrete,0.5,14,0.54,0.6,0,23,28,18.7
,7.108269754,3.658485353,0.138769856,1.454781218,1.505434783,3.516304348,concrete,0.499728261,14,0.54,0.6,0,23,28,20.9
,7.108269754,3.497639767,0.138769856,1.245938237,1.505434783,3.516304348,concrete,0.499728261,14,0.54,0.6,0,23,28,17.1
,7.124503446,4.661620487,0.138453659,2.096024097,1.605797101,3.750724638,concrete,0.6,14,0.54,0.6,0,23,28,21.5
,7.124503446,4.392569689,0.138453659,1.746686748,1.605797101,3.750724638,concrete,0.6,14,0.54,0.6,0,23,28,16
,7.124503446,4.198082853,0.138453659,1.496075171,1.605797101,3.750724638,concrete,0.599710145,14,0.54,0.6,0,23,28,12.7
,7.124691799,3.107064122,0.138449999,1.396462755,1.406091371,3.284263959,concrete,0.4,16,0.54,0.6,0,23,28,16.8
,7.124691799,2.927810735,0.138449999,1.163718963,1.406091371,3.284263959,concrete,0.4,16,0.54,0.6,0,23,28,17.6
,7.124691799,2.799772601,0.138449999,0.997473397,1.406091371,3.284263959,concrete,0.4,16,0.54,0.6,0,23,28,17
,7.143056236,3.884683739,0.138094051,1.746686748,1.505434783,3.516304348,concrete,0.5,16,0.54,0.6,0,23,28,21.5
,7.143056236,3.658485353,0.138094051,1.454781218,1.505434783,3.516304348,concrete,0.499728261,16,0.54,0.6,0,23,28,17.9
,7.143056236,3.497639767,0.138094051,1.245938237,1.505434783,3.516304348,concrete,0.499728261,16,0.54,0.6,0,23,28,15.8
,7.161609026,4.661620487,0.137736306,2.096024097,1.605797101,3.750724638,concrete,0.6,16,0.54,0.6,0,23,28,17
,7.161609026,4.392569689,0.137736306,1.746686748,1.605797101,3.750724638,concrete,0.6,16,0.54,0.6,0,23,28,15.5
,7.161609026,4.198082853,0.137736306,1.496075171,1.605797101,3.750724638,concrete,0.599710145,16,0.54,0.6,0,23,28,14.6
Evolution of Mechanical Properties with Time of Fly-Ash-Based Geopolymer Mortars under the Effect of Granulated Ground Blast Furnace Slag Addition,2.069670145,0.407309027,0.179002366,0,1.500067376,0,mortar,0.199110632,0,0.668,0.75,0,25,1,4.2
,2.349312086,0.483214523,0.401449837,0,1.499933941,0,mortar,0.199075175,0,0.668,0.75,0,25,1,11
,2.757113831,0.594013792,0.644877396,0,1.5,0,mortar,0.199085729,0,0.668,0.75,0,25,1,16.7
,2.069670145,0.407309027,0.179002366,0,1.500067376,0,mortar,0.199110632,0,0.668,0.75,0,25,3,8.2
,2.349312086,0.483214523,0.401449837,0,1.499933941,0,mortar,0.199075175,0,0.668,0.75,0,25,3,13.7
,2.757113831,0.594013792,0.644877396,0,1.5,0,mortar,0.199085729,0,0.668,0.75,0,25,3,27.6
,2.069670145,0.407309027,0.179002366,0,1.500067376,0,mortar,0.199110632,0,0.668,0.75,0,25,7,9.5
,2.349312086,0.483214523,0.401449837,0,1.499933941,0,mortar,0.199075175,0,0.668,0.75,0,25,7,33
,2.757113831,0.594013792,0.644877396,0,1.5,0,mortar,0.199085729,0,0.668,0.75,0,25,7,53.2
,2.069670145,0.407309027,0.179002366,0,1.500067376,0,mortar,0.199110632,0,0.668,0.75,0,25,14,14.2
,2.349312086,0.483214523,0.401449837,0,1.499933941,0,mortar,0.199075175,0,0.668,0.75,0,25,14,38.5
,2.757113831,0.594013792,0.644877396,0,1.5,0,mortar,0.199085729,0,0.668,0.75,0,25,14,60
,2.069670145,0.407309027,0.179002366,0,1.500067376,0,mortar,0.199110632,0,0.668,0.75,0,25,28,22.7
,2.349312086,0.483214523,0.401449837,0,1.499933941,0,mortar,0.199075175,0,0.668,0.75,0,25,28,42
,2.757113831,0.594013792,0.644877396,0,1.5,0,mortar,0.199085729,0,0.668,0.75,0,25,28,61
Comparison of long term performance between alkali activated slag and fly ash geopolymer concretes,2.781373064,0.698973515,1.230927589,0.231785005,1.889156627,2.503614458,concrete,0.158168675,10,0.559,0.6,0,23,28,39.5
,3.562403276,1.256992483,0.003282105,0.416709738,1.677261614,2.222493888,concrete,0.462762836,10,0.559,0.6,0,23,28,22.4
,2.781373064,0.698973515,1.230927589,0.231785005,1.889156627,2.503614458,concrete,0.158168675,10,0.559,0.6,0,23,56,41.6
,3.562403276,1.256992483,0.003282105,0.416709738,1.677261614,2.222493888,concrete,0.462762836,10,0.559,0.6,0,23,56,25.1
,2.781373064,0.698973515,1.230927589,0.231785005,1.889156627,2.503614458,concrete,0.158168675,10,0.559,0.6,0,23,90,41.3
,3.562403276,1.256992483,0.003282105,0.416709738,1.677261614,2.222493888,concrete,0.462762836,10,0.559,0.6,0,23,90,27
,2.781373064,0.698973515,1.230927589,0.231785005,1.889156627,2.503614458,concrete,0.158168675,10,0.559,0.6,0,23,180,40.2
,3.562403276,1.256992483,0.003282105,0.416709738,1.677261614,2.222493888,concrete,0.462762836,10,0.559,0.6,0,23,180,31.1
,2.781373064,0.698973515,1.230927589,0.231785005,1.889156627,2.503614458,concrete,0.158168675,10,0.559,0.6,0,23,360,40.4
,3.562403276,1.256992483,0.003282105,0.416709738,1.677261614,2.222493888,concrete,0.462762836,10,0.559,0.6,0,23,360,31.2
,2.781373064,0.698973515,1.230927589,0.231785005,1.889156627,2.503614458,concrete,0.158168675,10,0.559,0.6,0,23,540,40.4
,3.562403276,1.256992483,0.003282105,0.416709738,1.677261614,2.222493888,concrete,0.462762836,10,0.559,0.6,0,23,540,33.2
Influence of mixture design parameters on the static and dynamic compressive properties of slag-based geopolymer concrete,2.415202212,2.003836322,1.468227332,0,1.907563025,3.112044818,concrete,0.277310924,14,0.567,0.95,0,20,28,69.4
,2.415202212,2.003836322,1.468227332,0,1.907563025,3.112044818,concrete,0.277310924,14,0.567,0.95,0,20,28,67.2
,2.415202212,2.003836322,1.468227332,0,1.893557423,3.092436975,concrete,0.277310924,14,0.567,0.95,0,20,28,56.7
,2.282113442,1.328013392,1.553851722,0,1.840540541,3.002702703,concrete,0.183783784,14,0.567,0.95,0,20,28,53.3
,2.544417412,2.659989313,1.393665161,0,1.973913043,3.220289855,concrete,0.368115942,14,0.567,0.95,0,20,28,65.8
,2.336664926,2.196431959,1.252703168,0,2.324232082,3.791808874,concrete,0.337883959,14,0.567,0.95,0,20,28,56.7
,2.241425344,2.429986348,0.971081039,0,2.973799127,4.851528384,concrete,0.43231441,14,0.567,0.95,0,20,28,49.4
Effect of sea sand and recycled aggregate replacement on fly ash/slag-based geopolymer concrete,2.299191142,0.983509936,0.222296675,0.407933885,0.810469314,1.889891697,concrete,0.442238267,8,0.65,0.6,0,20,3,10.28
,2.668226679,1.407235174,0.259206688,0.583683896,1.228287841,2.861042184,concrete,0.607940447,12,0.65,0.6,0,20,3,15.38
,3.085936283,1.887129332,0.28604753,0.782731288,1.667731629,3.881789137,concrete,0.782747604,16,0.65,0.6,0,20,3,15.41
,2.926599503,1.706674347,0.234937062,0.707883338,1.554216867,3.620481928,concrete,0.737951807,8,0.65,0.6,0,20,3,8.29
,2.406296159,1.09971433,0.36641844,0.456132391,0.845437616,1.970204842,concrete,0.456238361,12,0.65,0.6,0,20,3,14.25
,2.653299681,1.39376604,0.192928729,0.578097256,1.273657289,2.966751918,concrete,0.626598465,16,0.65,0.6,0,20,3,18.54
,2.682742737,1.419979136,0.329158532,0.588969754,1.180288462,2.75,concrete,0.588942308,8,0.65,0.6,0,20,3,19.32
,2.910860756,1.692191657,0.175643787,0.701876301,1.611801242,3.754658385,concrete,0.760869565,12,0.65,0.6,0,20,3,12.29
,2.392571337,1.087912745,0.288008547,0.451237406,0.880998081,2.053742802,concrete,0.47024952,16,0.65,0.6,0,20,3,9.47
,2.299191142,0.983509936,0.222296675,0.407933885,0.810469314,1.889891697,concrete,0.442238267,8,0.65,0.6,0,20,28,21.05
,2.668226679,1.407235174,0.259206688,0.583683896,1.228287841,2.861042184,concrete,0.607940447,12,0.65,0.6,0,20,28,29.03
,3.085936283,1.887129332,0.28604753,0.782731288,1.667731629,3.881789137,concrete,0.782747604,16,0.65,0.6,0,20,28,29.89
,2.926599503,1.706674347,0.234937062,0.707883338,1.554216867,3.620481928,concrete,0.737951807,8,0.65,0.6,0,20,28,19.09
,2.406296159,1.09971433,0.36641844,0.456132391,0.845437616,1.970204842,concrete,0.456238361,12,0.65,0.6,0,20,28,27.75
,2.653299681,1.39376604,0.192928729,0.578097256,1.273657289,2.966751918,concrete,0.626598465,16,0.65,0.6,0,20,28,33.14
,2.682742737,1.419979136,0.329158532,0.588969754,1.180288462,2.75,concrete,0.588942308,8,0.65,0.6,0,20,28,35.92
,2.910860756,1.692191657,0.175643787,0.701876301,1.611801242,3.754658385,concrete,0.760869565,12,0.65,0.6,0,20,28,24.4
,2.392571337,1.087912745,0.288008547,0.451237406,0.880998081,2.053742802,concrete,0.47024952,16,0.65,0.6,0,20,28,19.65
A Comprehensive Study on the Factors Affecting the Workability and Mechanical Properties of Ambient Cured Fly Ash and Slag Based Geopolymer Concrete,2.059515852,0.893216641,0.188731349,0.353021047,1.6,3.0025,concrete,0.4,10,0.5499,0.7,6,25,3,5
,2.124834675,0.949011213,0.284593123,0.375072426,1.6075,3.015,concrete,0.4,10,0.5499,0.7,6,25,3,11
,2.198857437,1.012240587,0.386344541,0.40006222,1.615,3.03,concrete,0.4,10,0.5499,0.7,6,25,3,15
,2.381043614,1.16786188,0.60982955,0.461567558,1.63,3.05,concrete,0.4,10,0.5499,0.7,6,25,3,20
,2.124834675,0.949011213,0.284593123,0.375072426,1.6075,3.015,concrete,0.4,12,0.5499,0.7,6,25,3,15
,2.198857437,1.012240587,0.386344541,0.40006222,1.615,3.03,concrete,0.4,12,0.5499,0.7,6,25,3,20
,2.124834675,0.949011213,0.284593123,0.375072426,1.61,3.02,concrete,0.4,14,0.5499,0.7,6,25,3,18
,2.198857437,1.012240587,0.386344541,0.40006222,1.6175,3.035,concrete,0.4,14,0.5499,0.7,6,25,3,24
,2.059515852,0.893216641,0.188731349,0.353021047,1.61,3.0125,concrete,0.4,10,0.5499,0.7,6,25,3,9
,2.124834675,0.949011213,0.284593123,0.375072426,1.615,3.03,concrete,0.4,10,0.5499,0.7,6,25,3,14
,2.198857437,1.012240587,0.386344541,0.40006222,1.6225,3.04,concrete,0.4,10,0.5499,0.7,6,25,3,19
,2.381043614,1.16786188,0.60982955,0.461567558,1.6375,3.0625,concrete,0.4,10,0.5499,0.7,6,25,3,24
,2.161072296,0.910967206,0.279820965,0.325534558,1.61,3.02,concrete,0.4,10,0.5499,0.7,6,25,3,13
,2.237509448,0.971661838,0.379670605,0.347223813,1.62,3.0375,concrete,0.4,10,0.5499,0.7,6,25,3,18
,2.192133115,0.878358058,0.27585612,0.283073529,1.6125,3.0225,concrete,0.4,10,0.5499,0.7,6,25,3,10
,2.270639742,0.936880054,0.374130933,0.301933751,1.625,3.045,concrete,0.4,10,0.5499,0.7,6,25,3,14
,2.059515852,0.893216641,0.188731349,0.353021047,1.61,3.015,concrete,0.4,10,0.5499,0.7,6,25,3,5
,2.124834675,0.949011213,0.284593123,0.375072426,1.615,3.025,concrete,0.4,10,0.5499,0.7,6,25,3,11
,2.198857437,1.012240587,0.386344541,0.40006222,1.6225,3.04,concrete,0.4,10,0.5499,0.7,6,25,3,17
,2.381043614,1.16786188,0.60982955,0.461567558,1.6375,3.0625,concrete,0.4,10,0.5499,0.7,6,25,3,22
,2.059515852,0.893216641,0.188731349,0.353021047,1.6,3.0025,concrete,0.4,10,0.5499,0.7,6,25,7,12
,2.124834675,0.949011213,0.284593123,0.375072426,1.6075,3.015,concrete,0.4,10,0.5499,0.7,6,25,7,22
,2.198857437,1.012240587,0.386344541,0.40006222,1.615,3.03,concrete,0.4,10,0.5499,0.7,6,25,7,32
,2.381043614,1.16786188,0.60982955,0.461567558,1.63,3.05,concrete,0.4,10,0.5499,0.7,6,25,7,42
,2.124834675,0.949011213,0.284593123,0.375072426,1.6075,3.015,concrete,0.4,12,0.5499,0.7,6,25,7,29
,2.198857437,1.012240587,0.386344541,0.40006222,1.615,3.03,concrete,0.4,12,0.5499,0.7,6,25,7,38
,2.124834675,0.949011213,0.284593123,0.375072426,1.61,3.02,concrete,0.4,14,0.5499,0.7,6,25,7,33
,2.198857437,1.012240587,0.386344541,0.40006222,1.6175,3.035,concrete,0.4,14,0.5499,0.7,6,25,7,43
,2.059515852,0.893216641,0.188731349,0.353021047,1.61,3.0125,concrete,0.4,10,0.5499,0.7,6,25,7,17
,2.124834675,0.949011213,0.284593123,0.375072426,1.615,3.03,concrete,0.4,10,0.5499,0.7,6,25,7,27
,2.198857437,1.012240587,0.386344541,0.40006222,1.6225,3.04,concrete,0.4,10,0.5499,0.7,6,25,7,38
,2.381043614,1.16786188,0.60982955,0.461567558,1.6375,3.0625,concrete,0.4,10,0.5499,0.7,6,25,7,46
,2.161072296,0.910967206,0.279820965,0.325534558,1.61,3.02,concrete,0.4,10,0.5499,0.7,6,25,7,26
,2.237509448,0.971661838,0.379670605,0.347223813,1.62,3.0375,concrete,0.4,10,0.5499,0.7,6,25,7,38
,2.192133115,0.878358058,0.27585612,0.283073529,1.6125,3.0225,concrete,0.4,10,0.5499,0.7,6,25,7,21
,2.270639742,0.936880054,0.374130933,0.301933751,1.625,3.045,concrete,0.4,10,0.5499,0.7,6,25,7,30
,2.059515852,0.893216641,0.188731349,0.353021047,1.61,3.015,concrete,0.4,10,0.5499,0.7,6,25,7,10
,2.124834675,0.949011213,0.284593123,0.375072426,1.615,3.025,concrete,0.4,10,0.5499,0.7,6,25,7,21
,2.198857437,1.012240587,0.386344541,0.40006222,1.6225,3.04,concrete,0.4,10,0.5499,0.7,6,25,7,32
,2.381043614,1.16786188,0.60982955,0.461567558,1.6375,3.0625,concrete,0.4,10,0.5499,0.7,6,25,7,41
,2.059515852,0.893216641,0.188731349,0.353021047,1.6,3.0025,concrete,0.4,10,0.5499,0.7,6,25,14,16
,2.124834675,0.949011213,0.284593123,0.375072426,1.6075,3.015,concrete,0.4,10,0.5499,0.7,6,25,14,32
,2.198857437,1.012240587,0.386344541,0.40006222,1.615,3.03,concrete,0.4,10,0.5499,0.7,6,25,14,45
,2.381043614,1.16786188,0.60982955,0.461567558,1.63,3.05,concrete,0.4,10,0.5499,0.7,6,25,14,55
,2.124834675,0.949011213,0.284593123,0.375072426,1.6075,3.015,concrete,0.4,12,0.5499,0.7,6,25,14,40
,2.198857437,1.012240587,0.386344541,0.40006222,1.615,3.03,concrete,0.4,12,0.5499,0.7,6,25,14,54
,2.124834675,0.949011213,0.284593123,0.375072426,1.61,3.02,concrete,0.4,14,0.5499,0.7,6,25,14,44
,2.198857437,1.012240587,0.386344541,0.40006222,1.6175,3.035,concrete,0.4,14,0.5499,0.7,6,25,14,57
,2.059515852,0.893216641,0.188731349,0.353021047,1.61,3.0125,concrete,0.4,10,0.5499,0.7,6,25,14,22
,2.124834675,0.949011213,0.284593123,0.375072426,1.615,3.03,concrete,0.4,10,0.5499,0.7,6,25,14,38
,2.198857437,1.012240587,0.386344541,0.40006222,1.6225,3.04,concrete,0.4,10,0.5499,0.7,6,25,14,51
,2.381043614,1.16786188,0.60982955,0.461567558,1.6375,3.0625,concrete,0.4,10,0.5499,0.7,6,25,14,60
,2.161072296,0.910967206,0.279820965,0.325534558,1.61,3.02,concrete,0.4,10,0.5499,0.7,6,25,14,37
,2.237509448,0.971661838,0.379670605,0.347223813,1.62,3.0375,concrete,0.4,10,0.5499,0.7,6,25,14,52
,2.192133115,0.878358058,0.27585612,0.283073529,1.6125,3.0225,concrete,0.4,10,0.5499,0.7,6,25,14,30
,2.270639742,0.936880054,0.374130933,0.301933751,1.625,3.045,concrete,0.4,10,0.5499,0.7,6,25,14,42
,2.059515852,0.893216641,0.188731349,0.353021047,1.61,3.015,concrete,0.4,10,0.5499,0.7,6,25,14,14
,2.124834675,0.949011213,0.284593123,0.375072426,1.615,3.025,concrete,0.4,10,0.5499,0.7,6,25,14,30
,2.198857437,1.012240587,0.386344541,0.40006222,1.6225,3.04,concrete,0.4,10,0.5499,0.7,6,25,14,43
,2.381043614,1.16786188,0.60982955,0.461567558,1.6375,3.0625,concrete,0.4,10,0.5499,0.7,6,25,14,54
,2.059515852,0.893216641,0.188731349,0.353021047,1.6,3.0025,concrete,0.4,10,0.5499,0.7,6,25,28,20
,2.124834675,0.949011213,0.284593123,0.375072426,1.6075,3.015,concrete,0.4,10,0.5499,0.7,6,25,28,40
,2.198857437,1.012240587,0.386344541,0.40006222,1.615,3.03,concrete,0.4,10,0.5499,0.7,6,25,28,54
,2.381043614,1.16786188,0.60982955,0.461567558,1.63,3.05,concrete,0.4,10,0.5499,0.7,6,25,28,61
,2.124834675,0.949011213,0.284593123,0.375072426,1.6075,3.015,concrete,0.4,12,0.5499,0.7,6,25,28,48
,2.198857437,1.012240587,0.386344541,0.40006222,1.615,3.03,concrete,0.4,12,0.5499,0.7,6,25,28,63
,2.124834675,0.949011213,0.284593123,0.375072426,1.61,3.02,concrete,0.4,14,0.5499,0.7,6,25,28,53
,2.198857437,1.012240587,0.386344541,0.40006222,1.6175,3.035,concrete,0.4,14,0.5499,0.7,6,25,28,61
,2.059515852,0.893216641,0.188731349,0.353021047,1.61,3.0125,concrete,0.4,10,0.5499,0.7,6,25,28,26
,2.124834675,0.949011213,0.284593123,0.375072426,1.615,3.03,concrete,0.4,10,0.5499,0.7,6,25,28,46
,2.198857437,1.012240587,0.386344541,0.40006222,1.6225,3.04,concrete,0.4,10,0.5499,0.7,6,25,28,59
,2.381043614,1.16786188,0.60982955,0.461567558,1.6375,3.0625,concrete,0.4,10,0.5499,0.7,6,25,28,69
,2.161072296,0.910967206,0.279820965,0.325534558,1.61,3.02,concrete,0.4,10,0.5499,0.7,6,25,28,46
,2.237509448,0.971661838,0.379670605,0.347223813,1.62,3.0375,concrete,0.4,10,0.5499,0.7,6,25,28,63
,2.192133115,0.878358058,0.27585612,0.283073529,1.6125,3.0225,concrete,0.4,10,0.5499,0.7,6,25,28,37
,2.270639742,0.936880054,0.374130933,0.301933751,1.625,3.045,concrete,0.4,10,0.5499,0.7,6,25,28,49
